relative_path,label,class_name
alien/train/T133.npz,0,alien
alien/train/T137.npz,0,alien
alien/train/T18.npz,0,alien
alien/train/T220.npz,0,alien
alien/train/T228.npz,0,alien
alien/train/T290.npz,0,alien
alien/train/T30.npz,0,alien
alien/train/T31.npz,0,alien
alien/train/T311.npz,0,alien
alien/train/T418.npz,0,alien
alien/train/T422.npz,0,alien
alien/train/T5.npz,0,alien
alien/train/T50.npz,0,alien
alien/train/T545.npz,0,alien
alien/train/T573.npz,0,alien
alien/train/T9.npz,0,alien
ants/train/T140.npz,1,ants
ants/train/T141.npz,1,ants
ants/train/T174.npz,1,ants
ants/train/T192.npz,1,ants
ants/train/T200.npz,1,ants
ants/train/T209.npz,1,ants
ants/train/T257.npz,1,ants
ants/train/T319.npz,1,ants
ants/train/T34.npz,1,ants
ants/train/T356.npz,1,ants
ants/train/T37.npz,1,ants
ants/train/T38.npz,1,ants
ants/train/T39.npz,1,ants
ants/train/T509.npz,1,ants
ants/train/T528.npz,1,ants
ants/train/T599.npz,1,ants
armadillo/train/T201.npz,2,armadillo
armadillo/train/T226.npz,2,armadillo
armadillo/train/T260.npz,2,armadillo
armadillo/train/T279.npz,2,armadillo
armadillo/train/T341.npz,2,armadillo
armadillo/train/T344.npz,2,armadillo
armadillo/train/T370.npz,2,armadillo
armadillo/train/T403.npz,2,armadillo
armadillo/train/T457.npz,2,armadillo
armadillo/train/T489.npz,2,armadillo
armadillo/train/T522.npz,2,armadillo
armadillo/train/T539.npz,2,armadillo
armadillo/train/T54.npz,2,armadillo
armadillo/train/T558.npz,2,armadillo
armadillo/train/T597.npz,2,armadillo
armadillo/train/T61.npz,2,armadillo
bird1/train/T149.npz,3,bird1
bird1/train/T157.npz,3,bird1
bird1/train/T159.npz,3,bird1
bird1/train/T270.npz,3,bird1
bird1/train/T288.npz,3,bird1
bird1/train/T33.npz,3,bird1
bird1/train/T352.npz,3,bird1
bird1/train/T385.npz,3,bird1
bird1/train/T408.npz,3,bird1
bird1/train/T45.npz,3,bird1
bird1/train/T46.npz,3,bird1
bird1/train/T477.npz,3,bird1
bird1/train/T527.npz,3,bird1
bird1/train/T60.npz,3,bird1
bird1/train/T76.npz,3,bird1
bird1/train/T79.npz,3,bird1
bird2/train/T101.npz,4,bird2
bird2/train/T130.npz,4,bird2
bird2/train/T307.npz,4,bird2
bird2/train/T349.npz,4,bird2
bird2/train/T357.npz,4,bird2
bird2/train/T358.npz,4,bird2
bird2/train/T400.npz,4,bird2
bird2/train/T417.npz,4,bird2
bird2/train/T490.npz,4,bird2
bird2/train/T500.npz,4,bird2
bird2/train/T520.npz,4,bird2
bird2/train/T533.npz,4,bird2
bird2/train/T546.npz,4,bird2
bird2/train/T584.npz,4,bird2
bird2/train/T83.npz,4,bird2
bird2/train/T96.npz,4,bird2
camel/train/T187.npz,5,camel
camel/train/T219.npz,5,camel
camel/train/T242.npz,5,camel
camel/train/T300.npz,5,camel
camel/train/T306.npz,5,camel
camel/train/T336.npz,5,camel
camel/train/T35.npz,5,camel
camel/train/T398.npz,5,camel
camel/train/T420.npz,5,camel
camel/train/T439.npz,5,camel
camel/train/T453.npz,5,camel
camel/train/T464.npz,5,camel
camel/train/T481.npz,5,camel
camel/train/T52.npz,5,camel
camel/train/T538.npz,5,camel
camel/train/T92.npz,5,camel
cat/train/T217.npz,6,cat
cat/train/T253.npz,6,cat
cat/train/T259.npz,6,cat
cat/train/T277.npz,6,cat
cat/train/T287.npz,6,cat
cat/train/T320.npz,6,cat
cat/train/T334.npz,6,cat
cat/train/T406.npz,6,cat
cat/train/T44.npz,6,cat
cat/train/T449.npz,6,cat
cat/train/T480.npz,6,cat
cat/train/T488.npz,6,cat
cat/train/T51.npz,6,cat
cat/train/T7.npz,6,cat
cat/train/T94.npz,6,cat
cat/train/T98.npz,6,cat
centaur/train/T168.npz,7,centaur
centaur/train/T173.npz,7,centaur
centaur/train/T252.npz,7,centaur
centaur/train/T276.npz,7,centaur
centaur/train/T281.npz,7,centaur
centaur/train/T326.npz,7,centaur
centaur/train/T362.npz,7,centaur
centaur/train/T363.npz,7,centaur
centaur/train/T377.npz,7,centaur
centaur/train/T405.npz,7,centaur
centaur/train/T475.npz,7,centaur
centaur/train/T514.npz,7,centaur
centaur/train/T526.npz,7,centaur
centaur/train/T570.npz,7,centaur
centaur/train/T6.npz,7,centaur
centaur/train/T95.npz,7,centaur
dino_ske/train/T128.npz,8,dino_ske
dino_ske/train/T14.npz,8,dino_ske
dino_ske/train/T190.npz,8,dino_ske
dino_ske/train/T195.npz,8,dino_ske
dino_ske/train/T222.npz,8,dino_ske
dino_ske/train/T274.npz,8,dino_ske
dino_ske/train/T330.npz,8,dino_ske
dino_ske/train/T397.npz,8,dino_ske
dino_ske/train/T399.npz,8,dino_ske
dino_ske/train/T440.npz,8,dino_ske
dino_ske/train/T444.npz,8,dino_ske
dino_ske/train/T487.npz,8,dino_ske
dino_ske/train/T544.npz,8,dino_ske
dino_ske/train/T590.npz,8,dino_ske
dino_ske/train/T81.npz,8,dino_ske
dino_ske/train/T84.npz,8,dino_ske
dinosaur/train/T135.npz,9,dinosaur
dinosaur/train/T171.npz,9,dinosaur
dinosaur/train/T172.npz,9,dinosaur
dinosaur/train/T199.npz,9,dinosaur
dinosaur/train/T215.npz,9,dinosaur
dinosaur/train/T231.npz,9,dinosaur
dinosaur/train/T255.npz,9,dinosaur
dinosaur/train/T286.npz,9,dinosaur
dinosaur/train/T298.npz,9,dinosaur
dinosaur/train/T368.npz,9,dinosaur
dinosaur/train/T375.npz,9,dinosaur
dinosaur/train/T421.npz,9,dinosaur
dinosaur/train/T549.npz,9,dinosaur
dinosaur/train/T571.npz,9,dinosaur
dinosaur/train/T70.npz,9,dinosaur
dinosaur/train/T87.npz,9,dinosaur
dog1/train/T136.npz,10,dog1
dog1/train/T144.npz,10,dog1
dog1/train/T193.npz,10,dog1
dog1/train/T197.npz,10,dog1
dog1/train/T203.npz,10,dog1
dog1/train/T216.npz,10,dog1
dog1/train/T305.npz,10,dog1
dog1/train/T309.npz,10,dog1
dog1/train/T331.npz,10,dog1
dog1/train/T367.npz,10,dog1
dog1/train/T373.npz,10,dog1
dog1/train/T393.npz,10,dog1
dog1/train/T409.npz,10,dog1
dog1/train/T462.npz,10,dog1
dog1/train/T49.npz,10,dog1
dog1/train/T99.npz,10,dog1
dog2/train/T182.npz,11,dog2
dog2/train/T189.npz,11,dog2
dog2/train/T207.npz,11,dog2
dog2/train/T250.npz,11,dog2
dog2/train/T267.npz,11,dog2
dog2/train/T269.npz,11,dog2
dog2/train/T337.npz,11,dog2
dog2/train/T40.npz,11,dog2
dog2/train/T445.npz,11,dog2
dog2/train/T467.npz,11,dog2
dog2/train/T468.npz,11,dog2
dog2/train/T47.npz,11,dog2
dog2/train/T493.npz,11,dog2
dog2/train/T507.npz,11,dog2
dog2/train/T8.npz,11,dog2
dog2/train/T93.npz,11,dog2
flamingo/train/T158.npz,12,flamingo
flamingo/train/T169.npz,12,flamingo
flamingo/train/T191.npz,12,flamingo
flamingo/train/T212.npz,12,flamingo
flamingo/train/T248.npz,12,flamingo
flamingo/train/T256.npz,12,flamingo
flamingo/train/T3.npz,12,flamingo
flamingo/train/T310.npz,12,flamingo
flamingo/train/T335.npz,12,flamingo
flamingo/train/T416.npz,12,flamingo
flamingo/train/T450.npz,12,flamingo
flamingo/train/T458.npz,12,flamingo
flamingo/train/T563.npz,12,flamingo
flamingo/train/T58.npz,12,flamingo
flamingo/train/T68.npz,12,flamingo
flamingo/train/T72.npz,12,flamingo
glasses/train/T170.npz,13,glasses
glasses/train/T175.npz,13,glasses
glasses/train/T208.npz,13,glasses
glasses/train/T225.npz,13,glasses
glasses/train/T29.npz,13,glasses
glasses/train/T299.npz,13,glasses
glasses/train/T369.npz,13,glasses
glasses/train/T371.npz,13,glasses
glasses/train/T412.npz,13,glasses
glasses/train/T441.npz,13,glasses
glasses/train/T442.npz,13,glasses
glasses/train/T479.npz,13,glasses
glasses/train/T48.npz,13,glasses
glasses/train/T524.npz,13,glasses
glasses/train/T86.npz,13,glasses
glasses/train/T97.npz,13,glasses
gorilla/train/T115.npz,14,gorilla
gorilla/train/T13.npz,14,gorilla
gorilla/train/T177.npz,14,gorilla
gorilla/train/T223.npz,14,gorilla
gorilla/train/T26.npz,14,gorilla
gorilla/train/T261.npz,14,gorilla
gorilla/train/T297.npz,14,gorilla
gorilla/train/T340.npz,14,gorilla
gorilla/train/T355.npz,14,gorilla
gorilla/train/T42.npz,14,gorilla
gorilla/train/T432.npz,14,gorilla
gorilla/train/T452.npz,14,gorilla
gorilla/train/T469.npz,14,gorilla
gorilla/train/T474.npz,14,gorilla
gorilla/train/T482.npz,14,gorilla
gorilla/train/T82.npz,14,gorilla
hand/train/T154.npz,15,hand
hand/train/T160.npz,15,hand
hand/train/T221.npz,15,hand
hand/train/T280.npz,15,hand
hand/train/T284.npz,15,hand
hand/train/T312.npz,15,hand
hand/train/T317.npz,15,hand
hand/train/T328.npz,15,hand
hand/train/T384.npz,15,hand
hand/train/T391.npz,15,hand
hand/train/T413.npz,15,hand
hand/train/T501.npz,15,hand
hand/train/T508.npz,15,hand
hand/train/T56.npz,15,hand
hand/train/T593.npz,15,hand
hand/train/T77.npz,15,hand
horse/train/T142.npz,16,horse
horse/train/T184.npz,16,horse
horse/train/T234.npz,16,horse
horse/train/T265.npz,16,horse
horse/train/T295.npz,16,horse
horse/train/T301.npz,16,horse
horse/train/T303.npz,16,horse
horse/train/T304.npz,16,horse
horse/train/T325.npz,16,horse
horse/train/T348.npz,16,horse
horse/train/T359.npz,16,horse
horse/train/T364.npz,16,horse
horse/train/T402.npz,16,horse
horse/train/T485.npz,16,horse
horse/train/T550.npz,16,horse
horse/train/T579.npz,16,horse
lamp/train/T121.npz,17,lamp
lamp/train/T122.npz,17,lamp
lamp/train/T132.npz,17,lamp
lamp/train/T16.npz,17,lamp
lamp/train/T165.npz,17,lamp
lamp/train/T183.npz,17,lamp
lamp/train/T185.npz,17,lamp
lamp/train/T194.npz,17,lamp
lamp/train/T202.npz,17,lamp
lamp/train/T262.npz,17,lamp
lamp/train/T324.npz,17,lamp
lamp/train/T346.npz,17,lamp
lamp/train/T396.npz,17,lamp
lamp/train/T596.npz,17,lamp
lamp/train/T71.npz,17,lamp
lamp/train/T91.npz,17,lamp
laptop/train/T143.npz,18,laptop
laptop/train/T17.npz,18,laptop
laptop/train/T198.npz,18,laptop
laptop/train/T204.npz,18,laptop
laptop/train/T229.npz,18,laptop
laptop/train/T247.npz,18,laptop
laptop/train/T266.npz,18,laptop
laptop/train/T292.npz,18,laptop
laptop/train/T293.npz,18,laptop
laptop/train/T388.npz,18,laptop
laptop/train/T429.npz,18,laptop
laptop/train/T455.npz,18,laptop
laptop/train/T460.npz,18,laptop
laptop/train/T564.npz,18,laptop
laptop/train/T577.npz,18,laptop
laptop/train/T588.npz,18,laptop
man/train/T278.npz,19,man
man/train/T296.npz,19,man
man/train/T315.npz,19,man
man/train/T338.npz,19,man
man/train/T342.npz,19,man
man/train/T360.npz,19,man
man/train/T372.npz,19,man
man/train/T376.npz,19,man
man/train/T379.npz,19,man
man/train/T426.npz,19,man
man/train/T437.npz,19,man
man/train/T446.npz,19,man
man/train/T451.npz,19,man
man/train/T532.npz,19,man
man/train/T59.npz,19,man
man/train/T78.npz,19,man
myScissor/train/T139.npz,20,myScissor
myScissor/train/T148.npz,20,myScissor
myScissor/train/T151.npz,20,myScissor
myScissor/train/T152.npz,20,myScissor
myScissor/train/T211.npz,20,myScissor
myScissor/train/T214.npz,20,myScissor
myScissor/train/T224.npz,20,myScissor
myScissor/train/T233.npz,20,myScissor
myScissor/train/T24.npz,20,myScissor
myScissor/train/T283.npz,20,myScissor
myScissor/train/T378.npz,20,myScissor
myScissor/train/T407.npz,20,myScissor
myScissor/train/T466.npz,20,myScissor
myScissor/train/T499.npz,20,myScissor
myScissor/train/T64.npz,20,myScissor
myScissor/train/T65.npz,20,myScissor
octopus/train/T112.npz,21,octopus
octopus/train/T15.npz,21,octopus
octopus/train/T153.npz,21,octopus
octopus/train/T161.npz,21,octopus
